Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,metric1,metric2
November,Economy,UK,UK,152.83,BRITISH AIRWAYS,Strategic Director Border,152.83,152.83
December,Economy,UK,UK,216.18,BMI,IPS,216.18,216.18
November,Economy,UK,UK,192.89,BRITISH AIRWAYS,Strategic Director Border,192.89,192.89
November,Economy,UK,UK,123.35,BRITISH AIRWAYS,Immigration Group,123.35,123.35
November,Economy,UK,UK,139.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,139.57,139.57
November,Economy,UK,UK,263.7,EASTERN AIRWAYS,ISA,263.7,263.7
November,Economy,UK,UK,132,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,132,132
November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border,314.22,314.22
November,Economy,UK,UK,67.85,BRITISH AIRWAYS,Finance & Commercial Group,67.85,67.85
November,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group,166.35,166.35
November,Economy,UK,UK,347.28,BRITISH AIRWAYS,IPS,347.28,347.28
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Resource Management Group,144.91,144.91
November,Economy,UK,UK,87.5,BMI,Strategic Director Border,87.5,87.5
November,Economy,UK,UK,531.18,BMI,IPS,531.18,531.18
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Immigration Group,107.57,107.57
November,Economy,UK,UK,108.19,FLYBE BRITISH EUROPEAN,IPS,108.19,108.19
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Criminal & Detention Group,238.35,238.35
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,112.28,112.28
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,112.28,112.28
November,Economy,UK,UK,178.35,BRITISH AIRWAYS,Immigration Group,178.35,178.35
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,CRB,112.28,112.28
December,Economy,UK,UK,58.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,58.57,58.57
December,Economy,UK,UK,64.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,64.92,64.92
December,Economy,UK,UK,192.18,BMI,Strategic Director Border,192.18,192.18
December,Economy,UK,UK,234.18,BMI,Strategic Director Border,234.18,234.18
December,Economy,UK,UK,184.5,BMI,Strategic Director Border,184.5,184.5
November,Economy,UK,UK,39,FLYBE BRITISH EUROPEAN,Immigration Group,39,39
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,37.5,37.5
November,Economy,UK,UK,142,FLYBE BRITISH EUROPEAN,Strategic Director Border,142,142
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,99.85,99.85
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,99.85,FLYBE BRITISH EUROPEAN,Strategic Director Border,99.85,99.85
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,138.05,FLYBE BRITISH EUROPEAN,ISA,138.05,138.05
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,99.92,99.92
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,99.92,FLYBE BRITISH EUROPEAN,Strategic Director Border,99.92,99.92
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,120.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,120.98,120.98
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,190.98,BMI BABY,Strategy & International Group,190.98,190.98
November,Economy,UK,UK,103.53,EASYJET,IPS,103.53,103.53
November,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,IPS,128.28,128.28
November,Economy,UK,UK,79,BMI,Legal Advisors Branch,79,79
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,372.28,372.28
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,IPS,89.91,89.91
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,123.92,123.92
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,107.57,107.57
November,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,107.57,107.57
November,Economy,UK,UK,123.92,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,123.92,123.92
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategy & International Group,83.35,83.35
November,Economy,UK,UK,126.83,BRITISH AIRWAYS,Strategy & International Group,126.83,126.83
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS,146.69,146.69
November,Economy,UK,UK,95.85,BRITISH AIRWAYS,Strategic Director Border,95.85,95.85
November,Economy,UK,UK,199.83,FLYBE BRITISH EUROPEAN,Strategy & International Group,199.83,199.83
November,Economy,UK,UK,113.2,FLYBE BRITISH EUROPEAN,Resource Management Group,113.2,113.2
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Resource Management Group,89.91,89.91
December,Economy,UK,UK,100.26,FLYBE BRITISH EUROPEAN,IPS,100.26,100.26
November,Economy,UK,UK,357.56,FLYBE BRITISH EUROPEAN,Immigration Group,357.56,357.56
November,Economy,UK,UK,159.26,FLYBE BRITISH EUROPEAN,Strategic Director Border,159.26,159.26
November,Economy,UK,UK,81.53,EASYJET,Strategic Director Border,81.53,81.53
November,Economy,UK,UK,96.53,EASYJET,IPS,96.53,96.53
November,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS,112.98,112.98
December,Economy,UK,UK,16,FLYBE BRITISH EUROPEAN,Strategic Director Border,16,16
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,37.5,37.5
November,Economy,UK,UK,108,FLYBE BRITISH EUROPEAN,Strategic Director Border,108,108
November,Economy,UK,UK,159.91,FLYBE BRITISH EUROPEAN,Immigration Group,159.91,159.91
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,Immigration Group,372.28,372.28
November,Economy,UK,UK,120.92,BRITISH AIRWAYS,Science & Research Group,120.92,120.92
November,Economy,UK,UK,231.69,BMI,Science & Research Group,231.69,231.69
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Immigration Group,124.8,124.8
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group,127.69,127.69
December,Economy,UK,UK,96.57,FLYBE BRITISH EUROPEAN,IPS,96.57,96.57
December,Economy,UK,UK,97.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,97.98,97.98
December,Economy,UK,UK,126.83,BRITISH AIRWAYS,Immigration Group,126.83,126.83
November,Economy,UK,UK,193.18,AER LINGUS,Strategic Director Border,193.18,193.18
December,Economy,UK,UK,136.83,BRITISH AIRWAYS,Immigration Group,136.83,136.83
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,188.28,188.28
November,Economy,UK,UK,208.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,208.28,208.28
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,37.5,37.5
November,Economy,UK,UK,192.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,192.28,192.28
November,Economy,UK,UK,188.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,188.28,188.28
December,Economy,UK,UK,207.22,BRITISH AIRWAYS,Immigration Group,207.22,207.22
November,Economy,UK,UK,56.5,BRITISH AIRWAYS,Resource Management Group,56.5,56.5
November,Economy,UK,UK,136.48,FLYBE BRITISH EUROPEAN,Strategy & International Group,136.48,136.48
November,Economy,UK,UK,157.48,FLYBE BRITISH EUROPEAN,IPS,157.48,157.48
November,Economy,UK,UK,121.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,121.28,121.28
November,Economy,UK,UK,248.75,AURIGNY AIR SERVICES,Strategic Director Border,248.75,248.75
November,Economy,UK,UK,146.69,FLYBE BRITISH EUROPEAN,IPS,146.69,146.69
December,Economy,UK,UK,181.26,FLYBE BRITISH EUROPEAN,Strategy & International Group,181.26,181.26
November,Economy,UK,UK,184.9,EASTERN AIRWAYS,Crime & Policing Group,184.9,184.9
November,Economy,UK,UK,39.4,FLYBE BRITISH EUROPEAN,IPS,39.4,39.4
December,Economy,UK,UK,168.77,FLYBE BRITISH EUROPEAN,IPS,168.77,168.77
November,Economy,UK,UK,110.53,EASYJET,Strategy & International Group,110.53,110.53
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
December,Economy,UK,UK,43.24,EASYJET,IPS,43.24,43.24
December,Economy,UK,UK,99.54,FLYBE BRITISH EUROPEAN,Strategy & International Group,99.54,99.54
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,25.98,25.98
November,Economy,UK,UK,73.85,BRITISH AIRWAYS,IPS,73.85,73.85
November,Economy,UK,UK,144.91,FLYBE BRITISH EUROPEAN,Strategy & International Group,144.91,144.91
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,25.98,25.98
November,Economy,UK,UK,253.83,BRITISH AIRWAYS,IPS,253.83,253.83
December,Economy,UK,UK,172.8,BRITISH AIRWAYS,Immigration Group,172.8,172.8
November,Economy,UK,UK,337.18,BMI,IPS,337.18,337.18
November,Economy,UK,UK,42.24,EASYJET,IPS,42.24,42.24
November,Economy,UK,UK,84.24,EASYJET,IPS,84.24,84.24
December,Economy,UK,UK,118.35,BRITISH AIRWAYS,Immigration Group,118.35,118.35
December,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border,60,60
December,Economy,UK,UK,140.26,FLYBE BRITISH EUROPEAN,Strategic Director Border,140.26,140.26
November,Economy,UK,UK,271.22,BRITISH AIRWAYS,OSCT,271.22,271.22
November,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,112.28,112.28
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Resource Management Group,134.8,134.8
November,Business Class,UK,UK,302.17,BRITISH AIRWAYS,Science & Research Group,302.17,302.17
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
December,Economy,UK,UK,100.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,100.28,100.28
December,Economy,UK,UK,224.17,BRITISH AIRWAYS,Immigration Group,224.17,224.17
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,372.28,372.28
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Resource Management Group,238.35,238.35
November,Business Class,UK,UK,366.28,BRITISH AIRWAYS,IPS,366.28,366.28
November,Economy,UK,UK,168.83,BRITISH AIRWAYS,Resource Management Group,168.83,168.83
November,Economy,UK,UK,173.28,BRITISH AIRWAYS,Strategy & International Group,173.28,173.28
December,Economy,UK,UK,201.18,BMI,IPS,201.18,201.18
December,Economy,UK,UK,91.98,BRITISH AIRWAYS,Strategic Director Border,91.98,91.98
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Resource Management Group,134.35,134.35
November,Economy,UK,UK,134.35,BRITISH AIRWAYS,Criminal & Detention Group,134.35,134.35
November,Economy,UK,UK,101.5,BRITISH AIRWAYS,Strategic Director Border,101.5,101.5
November,Business Class,UK,UK,202.3,BRITISH AIRWAYS,Strategic Director Border,202.3,202.3
December,Economy,UK,UK,173.56,FLYBE BRITISH EUROPEAN,Science & Research Group,173.56,173.56
December,Economy,UK,UK,124.8,BRITISH AIRWAYS,Strategic Director Border,124.8,124.8
November,Economy,UK,UK,92.89,BRITISH AIRWAYS,Immigration Group,92.89,92.89
December,Economy,UK,UK,134.8,BRITISH AIRWAYS,Strategic Director Border,134.8,134.8
December,Economy,UK,UK,127.69,BMI,Strategic Director Border,127.69,127.69
November,Economy,UK,UK,106.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,106.5,106.5
December,Economy,UK,UK,99.83,BRITISH AIRWAYS,Strategic Director Border,99.83,99.83
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Immigration Group,238.35,238.35
November,Economy,UK,UK,85.24,EASYJET,IPS,85.24,85.24
December,Economy,UK,UK,189.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,189.55,189.55
November,Economy,UK,UK,113.53,EASYJET,IPS,113.53,113.53
November,Economy,UK,UK,199.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,199.91,199.91
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,37.5,37.5
November,Economy,UK,UK,140.98,FLYBE BRITISH EUROPEAN,Strategy & International Group,140.98,140.98
November,Economy,UK,UK,217.49,FLYBE BRITISH EUROPEAN,Strategy & International Group,217.49,217.49
November,Economy,UK,UK,104.91,FLYBE BRITISH EUROPEAN,IPS,104.91,104.91
November,Economy,UK,UK,93.7,FLYBE BRITISH EUROPEAN,IPS,93.7,93.7
November,Economy,UK,UK,214.91,FLYBE BRITISH EUROPEAN,IPS,214.91,214.91
November,Economy,UK,UK,156.69,FLYBE BRITISH EUROPEAN,IPS,156.69,156.69
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Resource Management Group,93.85,93.85
November,Economy,UK,UK,178.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,178.28,178.28
November,Economy,UK,UK,142.83,BRITISH AIRWAYS,Strategic Director Border,142.83,142.83
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,171.98,171.98
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
November,Economy,UK,UK,171.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,171.98,171.98
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
November,Economy,UK,UK,167.48,FLYBE BRITISH EUROPEAN,Strategic Director Border,167.48,167.48
November,Economy,UK,UK,176.83,FLYBE BRITISH EUROPEAN,Strategic Director Border,176.83,176.83
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
November,Economy,UK,UK,179.8,BRITISH AIRWAYS,Immigration Group,179.8,179.8
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,IPS,127.41,127.41
November,Economy,UK,UK,85.24,EASYJET,IPS,85.24,85.24
November,Business Class,UK,UK,111.85,BRITISH AIRWAYS,Finance & Commercial Group,111.85,111.85
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,127.41,127.41
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,127.41,127.41
November,Economy,UK,UK,127.41,FLYBE BRITISH EUROPEAN,Crime & Policing Group,127.41,127.41
November,Economy,UK,UK,222.54,FLYBE BRITISH EUROPEAN,Immigration Group,222.54,222.54
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,274.91,274.91
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,274.91,274.91
November,Economy,UK,UK,274.91,FLYBE BRITISH EUROPEAN,IPS,274.91,274.91
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS,68.6,68.6
November,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS,127.69,127.69
November,Economy,UK,UK,139.59,BMI,Criminal & Detention Group,139.59,139.59
December,Economy,UK,UK,67.9,BMI,Criminal & Detention Group,67.9,67.9
November,Economy,UK,UK,119.3,BRITISH AIRWAYS,Strategy & International Group,119.3,119.3
December,Economy,UK,UK,160.9,FLYBE BRITISH EUROPEAN,Resource Management Group,160.9,160.9
November,Economy,UK,UK,134.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,134.57,134.57
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,165.53,EASYJET,IPS,165.53,165.53
November,Economy,UK,UK,128.3,BRITISH AIRWAYS,Strategic Director Border,128.3,128.3
November,Economy,UK,UK,43.9,BMI,Strategic Director Border,43.9,43.9
November,Economy,UK,UK,128.2,FLYBE BRITISH EUROPEAN,Strategic Director Border,128.2,128.2
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
November,Economy,UK,UK,303.91,FLYBE BRITISH EUROPEAN,IPS,303.91,303.91
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
December,Economy,UK,UK,58.53,EASYJET,CRB,58.53,58.53
December,Economy,UK,UK,58.53,EASYJET,CRB,58.53,58.53
November,Business Class,UK,UK,270.8,BRITISH AIRWAYS,Strategic Director Border,270.8,270.8
December,Economy,UK,UK,111.9,EASTERN AIRWAYS,Crime & Policing Group,111.9,111.9
November,Economy,UK,UK,72.41,FLYBE BRITISH EUROPEAN,Strategy & International Group,72.41,72.41
December,Economy,UK,UK,91.06,FLYBE BRITISH EUROPEAN,Strategy & International Group,91.06,91.06
November,Economy,UK,UK,52.5,FLYBE BRITISH EUROPEAN,Strategy & International Group,52.5,52.5
November,Economy,UK,UK,93.85,BRITISH AIRWAYS,Immigration Group,93.85,93.85
November,Economy,UK,UK,87.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,87.5,87.5
November,Economy,UK,UK,68.6,FLYBE BRITISH EUROPEAN,IPS,68.6,68.6
November,Economy,UK,UK,32.99,FLYBE BRITISH EUROPEAN,IPS,32.99,32.99
November,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,IPS,37.5,37.5
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group,202.26,202.26
December,Economy,UK,UK,136.63,FLYBE BRITISH EUROPEAN,Immigration Group,136.63,136.63
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,25.98,25.98
November,Economy,UK,UK,170.63,FLYBE BRITISH EUROPEAN,Immigration Group,170.63,170.63
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,25.98,25.98
December,Economy,UK,UK,117.63,FLYBE BRITISH EUROPEAN,Immigration Group,117.63,117.63
December,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group,25.98,25.98
November,Business Class,UK,UK,291.83,BRITISH AIRWAYS,IPS,291.83,291.83
December,Economy,UK,UK,112.28,FLYBE BRITISH EUROPEAN,Strategic Director Border,112.28,112.28
December,Economy,UK,UK,39,BMI,Strategic Director Border,39,39
December,Economy,UK,UK,49.78,FLYBE BRITISH EUROPEAN,Strategic Director Border,49.78,49.78
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
November,Economy,UK,UK,72.5,FLYBE BRITISH EUROPEAN,IPS,72.5,72.5
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
November,Economy,UK,UK,184.69,FLYBE BRITISH EUROPEAN,IPS,184.69,184.69
November,Economy,UK,UK,372.22,BRITISH AIRWAYS,Strategic Director Border,372.22,372.22
December,Economy,UK,UK,85.5,FLYBE BRITISH EUROPEAN,IPS,85.5,85.5
December,Economy,UK,UK,102.35,BRITISH AIRWAYS,Strategic Director Border,102.35,102.35
December,Economy,UK,UK,153.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,153.57,153.57
December,Economy,UK,UK,97.35,BRITISH AIRWAYS,Strategic Director Border,97.35,97.35
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,IPS,253.7,253.7
December,Economy,UK,UK,202.26,FLYBE BRITISH EUROPEAN,Immigration Group,202.26,202.26
December,Economy,UK,UK,37.5,FLYBE BRITISH EUROPEAN,Immigration Group,37.5,37.5
November,Economy,UK,UK,372.28,BRITISH AIRWAYS,IPS,372.28,372.28
November,Economy,UK,UK,266.85,BRITISH AIRWAYS,IPS,266.85,266.85
November,Economy,UK,UK,267.92,BRITISH AIRWAYS,Strategy & International Group,267.92,267.92
November,Economy,UK,UK,38.9,BMI,Resource Management Group,38.9,38.9
December,Economy,UK,UK,167.91,FLYBE BRITISH EUROPEAN,Strategic Director Border,167.91,167.91
December,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
December,Economy,UK,UK,161.28,BRITISH AIRWAYS,Strategic Director Border,161.28,161.28
December,Economy,UK,UK,162.55,FLYBE BRITISH EUROPEAN,Strategic Director Border,162.55,162.55
November,Economy,UK,UK,162.69,FLYBE BRITISH EUROPEAN,Immigration Group,162.69,162.69
December,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,IPS,38.97,38.97
December,Economy,UK,UK,199.4,FLYBE BRITISH EUROPEAN,IPS,199.4,199.4
November,Economy,UK,UK,215.35,BRITISH AIRWAYS,Immigration Group,215.35,215.35
November,Economy,UK,UK,96.92,BRITISH AIRWAYS,Strategy & International Group,96.92,96.92
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,202.5,202.5
November,Economy,UK,UK,202.5,FLYBE BRITISH EUROPEAN,Crime & Policing Group,202.5,202.5
December,Economy,UK,UK,83.35,BRITISH AIRWAYS,Strategic Director Border,83.35,83.35
December,Economy,UK,UK,119,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,119,119
December,Business Class,UK,UK,226.28,BRITISH AIRWAYS,Immigration Group,226.28,226.28
December,Business Class,UK,UK,193.68,BMI,IPS,193.68,193.68
December,Economy,UK,UK,299.28,BRITISH AIRWAYS,IPS,299.28,299.28
December,Economy,UK,UK,166.35,BRITISH AIRWAYS,Immigration Group,166.35,166.35
December,Economy,UK,UK,152.77,BRITISH AIRWAYS,Science & Research Group,152.77,152.77
November,Economy,UK,UK,314.22,BRITISH AIRWAYS,Strategic Director Border,314.22,314.22
November,Business Class,UK,UK,238.35,BRITISH AIRWAYS,Strategy & International Group,238.35,238.35
November,Economy,UK,UK,531.18,BMI,Legal Advisors Branch,531.18,531.18
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border,162.35,162.35
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,89.91,89.91
November,Economy,UK,UK,162.35,BRITISH AIRWAYS,Strategic Director Border,162.35,162.35
December,Economy,UK,UK,204.53,EASYJET,IPS,204.53,204.53
November,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
December,Economy,UK,UK,204.53,EASYJET,IPS,204.53,204.53
December,Economy,UK,UK,89.91,FLYBE BRITISH EUROPEAN,Immigration Group,89.91,89.91
December,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Strategic Director Border,127.69,127.69
November,Economy,UK,UK,157.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,157.98,157.98
December,Economy,UK,UK,220.55,FLYBE BRITISH EUROPEAN,Immigration Group,220.55,220.55
November,Economy,UK,UK,91.53,EASYJET,IPS,91.53,91.53
November,Economy,UK,UK,139.59,BMI,Strategic Director Border,139.59,139.59
December,Economy,UK,UK,61.24,EASYJET,IPS,61.24,61.24
December,Economy,UK,UK,66.24,EASYJET,IPS,66.24,66.24
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,204.55,204.55
November,Economy,UK,UK,95.24,EASYJET,IPS,95.24,95.24
December,Economy,UK,UK,204.55,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,204.55,204.55
November,Economy,UK,UK,237.91,FLYBE BRITISH EUROPEAN,Crime & Policing Group,237.91,237.91
November,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group,12.99,12.99
November,Economy,UK,UK,252.17,FLYBE BRITISH EUROPEAN,Crime & Policing Group,252.17,252.17
November,Economy,UK,UK,535.9,EASTERN AIRWAYS,Strategic Director Border,535.9,535.9
December,Economy,UK,UK,253.7,EASTERN AIRWAYS,Crime & Policing Group,253.7,253.7
November,Economy,UK,UK,167.35,BRITISH AIRWAYS,Resource Management Group,167.35,167.35
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group,531.18,531.18
November,Economy,UK,UK,531.18,BMI,Crime & Policing Group,531.18,531.18
December,Economy,UK,UK,67.85,BRITISH AIRWAYS,Strategy & International Group,67.85,67.85
December,Economy,UK,UK,263.1,BMI,Strategy & International Group,263.1,263.1
December,Economy,UK,UK,263.1,BMI,Strategy & International Group,263.1,263.1
December,Economy,UK,UK,150.54,FLYBE BRITISH EUROPEAN,Resource Management Group,150.54,150.54
December,Economy,UK,UK,191.54,FLYBE BRITISH EUROPEAN,Resource Management Group,191.54,191.54
December,Economy,UK,UK,372.22,BRITISH AIRWAYS,Immigration Group,372.22,372.22
November,Economy,UK,UK,231.28,BRITISH AIRWAYS,Strategy & International Group,231.28,231.28
November,Economy,UK,UK,162.73,FLYBE BRITISH EUROPEAN,Strategic Director Border,162.73,162.73
November,Economy,UK,UK,199.68,BMI,Immigration Group,199.68,199.68
December,Economy,UK,UK,92.21,FLYBE BRITISH EUROPEAN,IPS,92.21,92.21
November,Economy,UK,UK,199.68,BMI,Immigration Group,199.68,199.68
November,Economy,UK,UK,199.68,BMI,Immigration Group,199.68,199.68
December,Economy,UK,UK,111.8,EASTERN AIRWAYS,Finance & Commercial Group,111.8,111.8
November,Economy,UK,UK,155.68,BMI,IPS,155.68,155.68
November,Economy,UK,UK,281.18,BMI,IPS,281.18,281.18
November,Economy,UK,UK,339.18,BMI,Strategic Director Border,339.18,339.18
November,Economy,UK,UK,136.98,BRITISH AIRWAYS,Strategic Director Border,136.98,136.98
December,Business Class,UK,UK,112.98,BRITISH AIRWAYS,IPS,112.98,112.98
December,Economy,UK,UK,179.26,FLYBE BRITISH EUROPEAN,Science & Research Group,179.26,179.26
December,Economy,UK,UK,154.8,BRITISH AIRWAYS,Immigration Group,154.8,154.8
December,Economy,UK,UK,289.23,BRITISH AIRWAYS,IPS,289.23,289.23
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,128.28,128.28
December,Economy,UK,UK,128.28,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,128.28,128.28
December,Economy,UK,UK,107.57,FLYBE BRITISH EUROPEAN,Strategic Director Border,107.57,107.57
November,Economy,UK,UK,239.55,FLYBE BRITISH EUROPEAN,Immigration Group,239.55,239.55
December,Economy,UK,UK,203.57,FLYBE BRITISH EUROPEAN,CRB,203.57,203.57
December,Business Class,UK,UK,186.3,BRITISH AIRWAYS,Group HR,186.3,186.3
