Departure_2011,Ticket_class_description,Departure,Destination,Paid_fare,Supplier_name,Directorate,metric1,metric2
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Resource Management Group,25.98,25.98
March,Economy,UK,UK,206.81,FLYBE BRITISH EUROPEAN,Strategic Director Border,206.81,206.81
February,Economy,UK,EEA,312.97,AIR MALTA,Strategic Director Border,312.97,312.97
March,Economy,UK,UK,286.23,BRITISH AIRWAYS,Immigration Group,286.23,286.23
February,Economy,UK,EEA,388.87,AIR MALTA,Strategic Director Border,388.87,388.87
March,Economy,UK,UK,2,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,2,2
February,Economy,UK,UK,230.94,FLYBE BRITISH EUROPEAN,Strategic Director Border,230.94,230.94
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
April,Economy,Non EEA,Non EEA,188.4,CONTINENTAL AIRLINES,Science & Research Group,188.4,188.4
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
April,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,OSCT,25.98,25.98
March,Economy,UK,UK,165.53,FLYBE BRITISH EUROPEAN,Strategic Director Border,165.53,165.53
February,Economy,UK,EEA,321.17,BRITISH AIRWAYS,OSCT,321.17,321.17
March,Economy,UK,UK,167.5,BRITISH AIRWAYS,HMIC,167.5,167.5
March,Business Class,UK,UK,193.35,BRITISH AIRWAYS,Criminal & Detention Group,193.35,193.35
March,Economy,UK,UK,293.49,BRITISH AIRWAYS,OSCT,293.49,293.49
March,Economy,UK,EEA,217.77,BRITISH AIRWAYS,Strategic Director Border,217.77,217.77
March,Economy,UK,EEA,282.11,BRITISH AIRWAYS,Science & Research Group,282.11,282.11
March,Economy,UK,EEA,85.2,BMI,Crime & Policing Group,85.2,85.2
February,Economy,UK,EEA,458.8,BMI,Strategic Director Border,458.8,458.8
February,Business Class,UK,UK,208.35,BRITISH AIRWAYS,Finance & Commercial Group,208.35,208.35
February,Economy,UK,EEA,312.97,AIR MALTA,Strategic Director Border,312.97,312.97
February,Economy,UK,UK,288.01,FLYBE BRITISH EUROPEAN,HMIC,288.01,288.01
April,Economy,UK,UK,113.99,BRITISH AIRWAYS,Group HR,113.99,113.99
March,Economy,UK,EEA,217.77,BRITISH AIRWAYS,Strategic Director Border,217.77,217.77
March,Economy,UK,UK,100.35,BRITISH AIRWAYS,Strategic Director Border,100.35,100.35
February,Economy,UK,EEA,312.97,AIR MALTA,Strategic Director Border,312.97,312.97
March,Economy,UK,EEA,195.97,BRITISH AIRWAYS,Strategic Director Border,195.97,195.97
February,Economy,UK,UK,116.2,FLYBE BRITISH EUROPEAN,HMIC,116.2,116.2
February,Economy,UK,EEA,388.87,AIR MALTA,Strategic Director Border,388.87,388.87
March,Economy,UK,UK,100.01,FLYBE BRITISH EUROPEAN,Science & Research Group,100.01,100.01
February,Economy,UK,UK,210.43,BRITISH AIRWAYS,Group HR,210.43,210.43
March,Economy,UK,UK,87.03,EASYJET,Strategic Director Border,87.03,87.03
February,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
March,Business Class,UK,Non EEA,2617.67,BRITISH AIRWAYS,OSCT,2617.67,2617.67
February,Economy,UK,EEA,388.87,AIR MALTA,Strategic Director Border,388.87,388.87
February,Economy,UK,UK,210.43,BRITISH AIRWAYS,Group HR,210.43,210.43
February,Economy,UK,EEA,458.8,BMI,Strategic Director Border,458.8,458.8
April,Economy,UK,UK,139.8,BRITISH AIRWAYS,OSCT,139.8,139.8
February,Economy,UK,EEA,458.8,BMI,Strategic Director Border,458.8,458.8
February,Economy,UK,UK,0,BRITISH AIRWAYS,IPS,0,0
February,Economy,UK,Non EEA,0,BRITISH AIRWAYS,Policy & Strategy,0,0
March,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,0,0
March,Economy,UK,UK,0,BMI,Strategic Director Border,0,0
March,Business Class,Non EEA,Non EEA,0,KENYA AIRWAYS,International Group,0,0
March,Business Class,Non EEA,Non EEA,0,KENYA AIRWAYS,International Group,0,0
February,Business Class,UK,UK,0,BRITISH AIRWAYS,Strategy & Reform Directorate,0,0
March,Business Class,Non EEA,Non EEA,0,KENYA AIRWAYS,International Group,0,0
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,CRB,25.98,25.98
March,Economy,UK,UK,189.1,FLYBE BRITISH EUROPEAN,CRB,189.1,189.1
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,CRB,25.98,25.98
March,Economy,UK,UK,80.91,FLYBE BRITISH EUROPEAN,CRB,80.91,80.91
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,CRB,25.98,25.98
March,Economy,UK,UK,80.91,FLYBE BRITISH EUROPEAN,CRB,80.91,80.91
April,Economy,UK,UK,185.9,EASTERN AIRWAYS,CRB,185.9,185.9
April,Economy,UK,UK,185.9,EASTERN AIRWAYS,CRB,185.9,185.9
May,Economy,UK,UK,185.9,EASTERN AIRWAYS,CRB,185.9,185.9
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,50.51,FLYBE BRITISH EUROPEAN,IPS,50.51,50.51
March,Economy,UK,UK,50.5,FLYBE BRITISH EUROPEAN,IPS,50.5,50.5
March,Economy,UK,UK,107.03,EASYJET,IPS,107.03,107.03
March,Economy,UK,UK,60,BRITISH AIRWAYS,IPS,60,60
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,100.91,FLYBE BRITISH EUROPEAN,IPS,100.91,100.91
March,Economy,UK,UK,123.09,FLYBE BRITISH EUROPEAN,IPS,123.09,123.09
March,Economy,UK,UK,100.91,FLYBE BRITISH EUROPEAN,IPS,100.91,100.91
March,Economy,UK,UK,128.03,EASYJET,IPS,128.03,128.03
March,Economy,UK,UK,105.03,EASYJET,IPS,105.03,105.03
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,159.01,FLYBE BRITISH EUROPEAN,IPS,159.01,159.01
March,Economy,UK,UK,93.03,EASYJET,IPS,93.03,93.03
March,Economy,UK,UK,144.03,EASYJET,IPS,144.03,144.03
March,Economy,UK,UK,243.51,FLYBE BRITISH EUROPEAN,IPS,243.51,243.51
March,Economy,UK,UK,62.74,EASYJET,IPS,62.74,62.74
March,Economy,UK,UK,93.03,EASYJET,IPS,93.03,93.03
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,107.03,EASYJET,IPS,107.03,107.03
March,Economy,UK,UK,134.5,FLYBE BRITISH EUROPEAN,IPS,134.5,134.5
March,Economy,UK,UK,182.34,FLYBE BRITISH EUROPEAN,IPS,182.34,182.34
March,Economy,UK,UK,50.31,FLYBE BRITISH EUROPEAN,IPS,50.31,50.31
March,Economy,UK,UK,35.49,BMI BABY,IPS,35.49,35.49
March,Economy,UK,UK,46.41,FLYBE BRITISH EUROPEAN,IPS,46.41,46.41
April,Economy,UK,UK,169.8,MANX2,IPS,169.8,169.8
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,121.74,EASYJET,IPS,121.74,121.74
March,Economy,UK,UK,62.74,EASYJET,IPS,62.74,62.74
March,Economy,UK,UK,65.91,FLYBE BRITISH EUROPEAN,IPS,65.91,65.91
March,Economy,UK,UK,65.6,FLYBE BRITISH EUROPEAN,IPS,65.6,65.6
March,Economy,UK,UK,186.3,EASTERN AIRWAYS,IPS,186.3,186.3
March,Economy,UK,UK,78.74,EASYJET,IPS,78.74,78.74
March,Economy,UK,UK,139,BMI,IPS,139,139
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,90.69,BRITISH AIRWAYS,IPS,90.69,90.69
March,Economy,UK,UK,71.53,FLYBE BRITISH EUROPEAN,IPS,71.53,71.53
March,Economy,UK,UK,188.53,FLYBE BRITISH EUROPEAN,IPS,188.53,188.53
March,Economy,UK,UK,96.85,FLYBE BRITISH EUROPEAN,IPS,96.85,96.85
March,Economy,UK,UK,102.03,EASYJET,IPS,102.03,102.03
March,Economy,UK,UK,236.83,FLYBE BRITISH EUROPEAN,IPS,236.83,236.83
March,Economy,UK,UK,158.15,FLYBE BRITISH EUROPEAN,IPS,158.15,158.15
February,Economy,UK,UK,57.74,EASYJET,IPS,57.74,57.74
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,112.93,BRITISH AIRWAYS,IPS,112.93,112.93
March,Economy,UK,UK,140.01,FLYBE BRITISH EUROPEAN,IPS,140.01,140.01
March,Economy,UK,UK,65.6,FLYBE BRITISH EUROPEAN,IPS,65.6,65.6
March,Economy,UK,UK,94,FLYBE BRITISH EUROPEAN,IPS,94,94
March,Economy,UK,UK,24.5,FLYBE BRITISH EUROPEAN,IPS,24.5,24.5
March,Economy,UK,UK,45.01,FLYBE BRITISH EUROPEAN,IPS,45.01,45.01
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,170.62,BRITISH AIRWAYS,IPS,170.62,170.62
March,Economy,UK,UK,253.59,BMI,IPS,253.59,253.59
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,318.59,BMI,IPS,318.59,318.59
November,Economy,UK,UK,79.03,EASYJET,IPS,79.03,79.03
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
April,Economy,UK,UK,117.01,FLYBE BRITISH EUROPEAN,IPS,117.01,117.01
April,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,259.5,EASTERN AIRWAYS,IPS,259.5,259.5
March,Economy,UK,UK,48.74,EASYJET,IPS,48.74,48.74
March,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS,32.5,32.5
February,Economy,UK,UK,17.5,EASYJET,IPS,17.5,17.5
March,Business Class,UK,UK,124.85,BRITISH AIRWAYS,IPS,124.85,124.85
March,Economy,UK,UK,175.51,FLYBE BRITISH EUROPEAN,IPS,175.51,175.51
March,Economy,UK,UK,23.43,FLYBE BRITISH EUROPEAN,IPS,23.43,23.43
March,Economy,UK,UK,61.43,EASYJET,IPS,61.43,61.43
March,Economy,UK,UK,102.6,FLYBE BRITISH EUROPEAN,IPS,102.6,102.6
February,Economy,UK,UK,6,EASYJET,IPS,6,6
March,Economy,UK,UK,349.1,BMI,IPS,349.1,349.1
March,Economy,UK,UK,194.51,FLYBE BRITISH EUROPEAN,IPS,194.51,194.51
March,Economy,UK,UK,65.6,FLYBE BRITISH EUROPEAN,IPS,65.6,65.6
March,Economy,UK,UK,175.51,FLYBE BRITISH EUROPEAN,IPS,175.51,175.51
March,Economy,UK,UK,154.54,BRITISH AIRWAYS,IPS,154.54,154.54
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,235.62,BRITISH AIRWAYS,IPS,235.62,235.62
May,Business Class,UK,Non EEA,3599.93,AIR CANADA,IPS,3599.93,3599.93
March,Economy,UK,UK,194.51,FLYBE BRITISH EUROPEAN,IPS,194.51,194.51
March,Economy,UK,EEA,287.67,BRITISH AIRWAYS,IPS,287.67,287.67
March,Economy,UK,UK,290.49,BRITISH AIRWAYS,IPS,290.49,290.49
March,Economy,UK,UK,318.59,BMI,IPS,318.59,318.59
March,Economy,UK,UK,214.51,FLYBE BRITISH EUROPEAN,IPS,214.51,214.51
March,Economy,UK,UK,264.09,BMI,IPS,264.09,264.09
March,Economy,UK,UK,90.58,EASYJET,IPS,90.58,90.58
May,Business Class,UK,Non EEA,3599.93,AIR CANADA,IPS,3599.93,3599.93
March,Economy,UK,UK,323.09,BMI,IPS,323.09,323.09
March,Economy,UK,UK,169.54,BRITISH AIRWAYS,IPS,169.54,169.54
March,Economy,UK,UK,294.09,BMI,IPS,294.09,294.09
March,Business Class,UK,UK,241.54,BRITISH AIRWAYS,IPS,241.54,241.54
March,Economy,UK,UK,90.58,EASYJET,IPS,90.58,90.58
March,Economy,UK,UK,90.58,EASYJET,IPS,90.58,90.58
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
February,Economy,UK,EEA,30.75,EASYJET,IPS,30.75,30.75
March,Economy,UK,UK,79.69,BRITISH AIRWAYS,IPS,79.69,79.69
March,Economy,UK,UK,117.01,FLYBE BRITISH EUROPEAN,IPS,117.01,117.01
March,Economy,UK,UK,167.03,EASYJET,IPS,167.03,167.03
March,Economy,UK,UK,208.8,BRITISH AIRWAYS,IPS,208.8,208.8
March,Economy,UK,UK,91.73,BRITISH AIRWAYS,IPS,91.73,91.73
March,Economy,UK,UK,82.6,FLYBE BRITISH EUROPEAN,IPS,82.6,82.6
March,Economy,UK,UK,132.01,FLYBE BRITISH EUROPEAN,IPS,132.01,132.01
March,Economy,UK,UK,184.01,FLYBE BRITISH EUROPEAN,IPS,184.01,184.01
March,Economy,UK,UK,116,BMI,IPS,116,116
April,Economy,UK,UK,56.21,EASYJET,IPS,56.21,56.21
April,Economy,UK,UK,68.03,EASYJET,IPS,68.03,68.03
March,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS,32.5,32.5
March,Economy,UK,UK,50.51,FLYBE BRITISH EUROPEAN,IPS,50.51,50.51
March,Economy,UK,UK,318.59,BMI,IPS,318.59,318.59
March,Economy,UK,UK,223.51,FLYBE BRITISH EUROPEAN,IPS,223.51,223.51
March,Economy,UK,UK,90.69,BRITISH AIRWAYS,IPS,90.69,90.69
April,Economy,UK,UK,5,FLYBE BRITISH EUROPEAN,IPS,5,5
March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,IPS,105.69,105.69
March,Economy,UK,UK,225.03,FLYBE BRITISH EUROPEAN,IPS,225.03,225.03
March,Economy,UK,UK,239.59,BMI,IPS,239.59,239.59
March,Economy,UK,UK,71.74,EASYJET,IPS,71.74,71.74
April,Economy,UK,UK,68.03,EASYJET,IPS,68.03,68.03
April,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS,32.5,32.5
April,Economy,UK,UK,56.21,EASYJET,IPS,56.21,56.21
March,Economy,UK,UK,107.74,EASYJET,IPS,107.74,107.74
March,Economy,UK,UK,318.59,BMI,IPS,318.59,318.59
March,Economy,UK,UK,224.62,BRITISH AIRWAYS,IPS,224.62,224.62
April,Economy,UK,UK,206.69,FLYBE BRITISH EUROPEAN,IPS,206.69,206.69
April,Economy,UK,UK,104.18,BMI,IPS,104.18,104.18
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS,25.98,25.98
March,Economy,UK,UK,125.81,FLYBE BRITISH EUROPEAN,IPS,125.81,125.81
March,Economy,UK,UK,247.83,BRITISH AIRWAYS,IPS,247.83,247.83
March,Economy,UK,UK,318.59,BMI,IPS,318.59,318.59
April,Economy,UK,UK,110.03,EASYJET,IPS,110.03,110.03
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS,12.99,12.99
March,Economy,UK,UK,251.93,BRITISH AIRWAYS,IPS,251.93,251.93
May,Premium Economy,UK,Non EEA,1635.23,VIRGIN ATLANTIC,IPS,1635.23,1635.23
March,Economy,UK,UK,267.7,EASTERN AIRWAYS,ISA,267.7,267.7
March,Economy,UK,UK,126.15,FLYBE BRITISH EUROPEAN,ISA,126.15,126.15
April,Economy,UK,UK,86.03,EASYJET,ISA,86.03,86.03
March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,305.66,305.66
March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office,2302.99,2302.99
March,Economy,UK,UK,131.35,BRITISH AIRWAYS,Strategic Director Border,131.35,131.35
March,Economy,UK,Non EEA,498.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,498.33,498.33
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,UK,UK,202.6,BMI,Immigration Group,202.6,202.6
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,UK,UK,38.5,BRITISH AIRWAYS,Strategic Director Border,38.5,38.5
March,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border,276.62,276.62
March,Economy,UK,UK,265.63,FLYBE BRITISH EUROPEAN,Strategic Director Border,265.63,265.63
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Business Class,UK,UK,250.43,BRITISH AIRWAYS,Strategic Director Border,250.43,250.43
March,Economy,UK,UK,300.51,FLYBE BRITISH EUROPEAN,Immigration Group,300.51,300.51
April,Business Class,UK,Non EEA,1766.02,EMIRATES,OSCT,1766.02,1766.02
March,Economy,UK,UK,180.94,FLYBE BRITISH EUROPEAN,Strategic Director Border,180.94,180.94
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
March,Economy,UK,UK,87.93,BRITISH AIRWAYS,Strategy & Reform Directorate,87.93,87.93
March,Economy,UK,UK,126.62,BRITISH AIRWAYS,Strategic Director Border,126.62,126.62
March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,OSCT,446.57,446.57
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border,278.63,278.63
March,Economy,UK,Non EEA,582.07,ETIHAD AIRWAYS,International Group,582.07,582.07
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Strategic Director Border,278.63,278.63
March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border,307.73,307.73
March,Economy,UK,EEA,344.17,AIR MALTA,International Group,344.17,344.17
March,Economy,EEA,UK,5,AIR MALTA,Strategic Director Border,5,5
March,Economy,UK,UK,272.55,BRITISH AIRWAYS,Strategic Director Border,272.55,272.55
March,Economy,UK,UK,215.55,BRITISH AIRWAYS,Science & Research Group,215.55,215.55
March,Economy,UK,UK,179.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,179.23,179.23
March,Economy,UK,UK,220,EASTERN AIRWAYS,Immigration Group,220,220
March,Economy,UK,UK,122.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,122.82,122.82
March,Economy,UK,Non EEA,305.66,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,305.66,305.66
March,Economy,UK,UK,170.62,BRITISH AIRWAYS,Resource Management Group,170.62,170.62
March,Business Class,UK,Non EEA,2302.99,EMIRATES,Private Office,2302.99,2302.99
March,Economy,UK,UK,101.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,101.7,101.7
March,Economy,UK,UK,127.93,BRITISH AIRWAYS,Strategy & Reform Directorate,127.93,127.93
April,Economy,UK,UK,121.82,FLYBE BRITISH EUROPEAN,Immigration Group,121.82,121.82
March,Economy,UK,UK,56.1,BMI,Strategy & Reform Directorate,56.1,56.1
March,Economy,UK,UK,142.03,EASYJET,OSCT,142.03,142.03
March,Economy,UK,UK,192.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,192.23,192.23
March,Economy,UK,UK,291.01,FLYBE BRITISH EUROPEAN,Immigration Group,291.01,291.01
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,UK,EEA,99.03,EASYJET,Immigration Group,99.03,99.03
March,Economy,UK,UK,191.23,FLYBE BRITISH EUROPEAN,Strategic Director Border,191.23,191.23
March,Business Class,UK,Non EEA,2609.1,BMI,OSCT,2609.1,2609.1
March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border,193.99,193.99
March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border,60.86,60.86
March,Business Class,UK,UK,169.55,BRITISH AIRWAYS,Science & Research Group,169.55,169.55
March,Economy,UK,UK,78.74,EASYJET,Strategic Director Border,78.74,78.74
March,Economy,UK,UK,204.01,FLYBE BRITISH EUROPEAN,HMIC,204.01,204.01
March,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Policy & Strategy,219.35,219.35
March,Economy,UK,UK,122.69,BRITISH AIRWAYS,Immigration Group,122.69,122.69
March,Business Class,UK,EEA,396.1,BRITISH AIRWAYS,OSCT,396.1,396.1
March,Economy,UK,Non EEA,749.81,BRITISH AIRWAYS,Strategic Director Border,749.81,749.81
March,Economy,UK,EEA,263.77,BRITISH AIRWAYS,International Group,263.77,263.77
March,Business Class,UK,Non EEA,678.47,TURKISH AIRLINES,Policy & Strategy,678.47,678.47
March,Economy,UK,UK,104.69,BRITISH AIRWAYS,Strategy & Reform Directorate,104.69,104.69
March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border,178.43,178.43
March,Economy,UK,UK,307.73,EASYJET,Strategic Director Border,307.73,307.73
March,Economy,UK,UK,193.99,EASYJET,Strategic Director Border,193.99,193.99
March,Economy,EEA,UK,336.9,AIR MALTA,Strategic Director Border,336.9,336.9
March,Economy,UK,Non EEA,269.87,TURKISH AIRLINES,Policy & Strategy,269.87,269.87
March,Economy,UK,EEA,60,AIR MALTA,International Group,60,60
March,Economy,UK,UK,203.43,BRITISH AIRWAYS,Immigration Group,203.43,203.43
March,Economy,UK,UK,216.43,BRITISH AIRWAYS,Strategic Director Border,216.43,216.43
March,Business Class,UK,UK,295.54,BRITISH AIRWAYS,Policy & Strategy,295.54,295.54
March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border,182.35,182.35
March,Business Class,UK,Non EEA,1762.09,EMIRATES,OSCT,1762.09,1762.09
March,Economy,UK,UK,48.85,BRITISH AIRWAYS,Strategy & Reform Directorate,48.85,48.85
March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,469.33,469.33
March,Economy,UK,UK,199.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group,199.53,199.53
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border,342.2,342.2
March,Economy,UK,Non EEA,273.27,TURKISH AIRLINES,Policy & Strategy,273.27,273.27
March,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate,127.49,127.49
March,Economy,UK,UK,160.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,160.01,160.01
March,Economy,UK,UK,89.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,89.7,89.7
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,HMIC,25.98,25.98
March,Economy,UK,Non EEA,469.33,LUFTHANSA GERMAN AIRLINES,Policy & Strategy,469.33,469.33
March,Economy,UK,UK,95.03,EASYJET,HMIC,95.03,95.03
March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group,221.62,221.62
March,Economy,UK,UK,178.43,BRITISH AIRWAYS,Strategic Director Border,178.43,178.43
March,Economy,UK,UK,97.04,FLYBE BRITISH EUROPEAN,Group HR,97.04,97.04
March,Economy,UK,UK,95.03,EASYJET,HMIC,95.03,95.03
March,Economy,UK,UK,235.6,BMI,Strategic Director Border,235.6,235.6
April,Economy,UK,UK,140.2,FLYBE BRITISH EUROPEAN,Immigration Group,140.2,140.2
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border,342.2,342.2
March,Business Class,UK,UK,223.35,BRITISH AIRWAYS,Criminal & Detention Group,223.35,223.35
March,Economy,UK,UK,50.5,BRITISH AIRWAYS,Strategic Director Border,50.5,50.5
March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD,157.35,157.35
March,Business Class,UK,UK,182.35,BRITISH AIRWAYS,Strategic Director Border,182.35,182.35
March,Economy,UK,UK,278.63,BRITISH AIRWAYS,Science & Research Group,278.63,278.63
March,Economy,UK,UK,162.43,BRITISH AIRWAYS,HROD,162.43,162.43
March,Business Class,UK,UK,167.35,BRITISH AIRWAYS,Strategy & Reform Directorate,167.35,167.35
March,Business Class,UK,UK,193.35,BRITISH AIRWAYS,Criminal & Detention Group,193.35,193.35
March,Economy,UK,UK,166.43,BRITISH AIRWAYS,Immigration Group,166.43,166.43
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
March,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border,12.99,12.99
March,Economy,UK,EEA,211.27,BRITISH AIRWAYS,Immigration Group,211.27,211.27
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,169.01,169.01
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,169.01,169.01
March,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC,60,60
March,Economy,UK,UK,154.54,BRITISH AIRWAYS,Resource Management Group,154.54,154.54
March,Economy,UK,Non EEA,382.47,CONTINENTAL AIRLINES,International Group,382.47,382.47
March,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border,25.98,25.98
March,Economy,UK,UK,59.9,BMI BABY,Resource Management Group,59.9,59.9
March,Economy,UK,UK,103.2,FLYBE BRITISH EUROPEAN,OSCT,103.2,103.2
March,Business Class,UK,EEA,550.67,BRITISH AIRWAYS,International Directorate,550.67,550.67
March,Economy,UK,EEA,183.07,BRITISH AIRWAYS,SIG,183.07,183.07
March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Immigration Group,94.69,94.69
March,Economy,UK,UK,128.54,BRITISH AIRWAYS,Strategy & Reform Directorate,128.54,128.54
March,Economy,UK,UK,164.5,EASTERN AIRWAYS,Strategic Director Border,164.5,164.5
March,Economy,UK,UK,112.51,FLYBE BRITISH EUROPEAN,Immigration Group,112.51,112.51
March,Economy,UK,Non EEA,446.57,ETIHAD AIRWAYS,International Group,446.57,446.57
March,Business Class,UK,UK,105.69,BRITISH AIRWAYS,Strategy & Reform Directorate,105.69,105.69
March,Economy,UK,UK,69.5,BRITISH AIRWAYS,HROD,69.5,69.5
March,Economy,UK,EEA,60.86,AER LINGUS,Strategic Director Border,60.86,60.86
March,Economy,UK,EEA,178.07,BRITISH AIRWAYS,Strategic Director Border,178.07,178.07
March,Economy,UK,UK,169.01,FLYBE BRITISH EUROPEAN,Strategic Director Border,169.01,169.01
March,Economy,UK,UK,65.03,EASYJET,Strategic Director Border,65.03,65.03
March,Economy,UK,UK,90.03,EASYJET,Science & Research Group,90.03,90.03
March,Economy,UK,UK,90.5,BRITISH AIRWAYS,HROD,90.5,90.5
March,Economy,UK,UK,86.5,FLYBE BRITISH EUROPEAN,Strategic Director Border,86.5,86.5
March,Economy,UK,UK,38.97,FLYBE BRITISH EUROPEAN,Strategic Director Border,38.97,38.97
March,Economy,EEA,UK,342.2,AIR MALTA,Strategic Director Border,342.2,342.2
March,Economy,UK,UK,157.35,BRITISH AIRWAYS,HROD,157.35,157.35
March,Economy,UK,UK,138.54,BRITISH AIRWAYS,OSCT,138.54,138.54
March,Economy,UK,UK,104.7,FLYBE BRITISH EUROPEAN,Strategic Director Border,104.7,104.7
April,Economy,UK,UK,87.82,FLYBE BRITISH EUROPEAN,Finance & Commercial Group,87.82,87.82
March,Economy,UK,EEA,86.71,AEROSVIT AIRLINES,Policy & Strategy,86.71,86.71
March,Economy,UK,UK,221.62,BRITISH AIRWAYS,Immigration Group,221.62,221.62
